input_ids,token_type_ids,attention_mask,labels
"[     1   2103   1678    260 119242   1503  31300   2224    260  82059
    265  98387    260 118363    397   7749   1858    397  16562   1909
 182275   4203    355    262  25149  96214  12100    434    260    280
    260  86340    260 118363    397    260    280  41777  33983    260
    280    260  79509    544    260  71279  14542   2694    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1   1326  15887 150546   4595    834   2315 110673    262 120112
    280 131379    262    893    375    924  74177   1593   5609   4110
    260   3206    316  56717    434    311  34507    355    260 118363
    397   1390 200974    260 160192  47893  14725    262  12602   2794
  12954    638  42166    309  99079   2204  13470   2250    426   2840
  27163 195905   5208   3643  15318  99338   2417  26450    316  60661
   3230    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0]"
"[     1  45998    390    314    947 204322    265  49833    778    312
    260  69889    990   1965  19473   9254    260  32602    260  90474
  15299  32492  30216   1122   2454  31087  15754  72536    272   1008
   9725  34501  67747    260 130596  10877   5332   1776   8310  56740
  25601  27992  15754  72536    507   3139   3749   1159    894  16157
  25194 180275    311  13482  39912  19245    457  15664    390    261
      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1   1326    260   1803  11971    508    262  32374    260   4467
 119994  13018    779  33671  35119   6473  12954  33918    316    260
  31091    260    280   2797  38171    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1    405  11234   3801   9782   7605  25224    262   2078  14879
    434    389    260  16984   2699    265 186399    412 148032  14725
    262   9645    397    260   2914    833   1437   1678    402  13692
   1349   1826    662    260  23947   1840 181600  63676    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
"[     1   4224  26167    434    316    260 161813    280  55945    680
    260  16495  17833   2528    544  12134    818    260    280    260
  22227    730  49640   1012  13482    316    260  43554    958 142513
    638  18946    325    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   6124 120358   1668  16134  25703    260  78778  49773   4858
  56740  14381  34232  85819 124918    262 107474  11560    262  54430
  45681  79656   2454    262 148917   7129    749    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 1 2 2 2 2 0 1 2 0 0 0 1 2 0 1 2 2 0 0]
"[     1  18259    669    898    260  80839  65727    262   9648   2588
   2759   1257   2022    894  22434    426  85747   1359 236406    280
   2645  72043   1978 232570 110451    260    280  16709  22858  40042
  69712  73125    262  22434  78780   2588    426  13594    355  51951
  22709    311  22984    280    260  16984    260 155126   1009    261
      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 1 0 0 0 0 0]"
"[    1  4147   260  6463 19708  2224   316 86706   325 14774 64075   262
  4615  5614  1937 69843 23037   316  6111   355   262   629   260 29021
   397   261     2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1    868  42222   6151  13144    260  16984    375  58498   2224
 101512  36823    588  64679  48263    355    260    390    311   1272
   8550    260   4151    426  15324  37566  84408    260  13643  13844
    375  93386    778    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   1052    389  13653  16275    426  15324  12421    260  32508
    261    260    658   6630    260    508  10493  40795 102073 137126
    778    260  38510  16234   1359  82423    280    311    260  91046
  31091    262    584    260   1633   3959    260  32508  40431  46479
   9452  61428  16134  15299    311  16234   8183  69120   2454    261
      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1  18638  11483    389 191706  13643    260   6083 177431    390
 226102    260  74378    638  37427   1078    262    260  40141   9646
 123918  66994   9242  16082   3498   2098   1668    946  14690 139939
    508   1008    611  93386   1331  17728   1078    689 142483    355
    755    260    265    611  13560    457    260  52351  34083    261
      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1   1310    996 112935  19441  48229    389 107617  21316    680
    260 219275  52601    457    260 179084  41669    260 112864 162356
    680    275  46400 231388    687    316    260 156213    272    993
   5223  37018    397    426   5208    749   1581   1331    260 152742
    280    260    280    260  66481  32123  27993    280  65411  26167
    434    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1   1491 186954    316    260   6445    262   6230  40286  73276
    260  94205    412  56107  69878  51126    325    262   1497   1122
   2078  43484   5356    311  13008  64679   3614  96136    355    402
   2078    544  30757    316  10885    617 168371    947 220212  14317
    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0]"
"[     1    645    260  24495    397  19708  83740    262    893  34858
    397  84025    265  82077    680   9000 151361   3672   2840 124586
    316  19452    280  19852 125956    903   6694  62009 141878  16853
  19050   5248 166431 155596    309    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   3777   4135  13782    260  44200   6315    311    457  93941
 186385  10682    390    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 1 2 2 2 0 0]
"[     1  40428  14606    263    687 107944   1776    584    263  56709
   3468   9647    260 172060   1317    263  13643    260    687    263
  67302   9254  38831   2454 153112    263   1237    669    316 148574
    617 106828    263    903   6630    263   2567    262    260   3799
    260   1237    606    316  68540   1123    316 153112    263   1237
   2098    262    260    736    260  57238    778  10159    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 1 2 2 2 0 0 0 0 0 0 0 0 0]"
"[     1  45308   3003  49864    280   1324  48018  13630    260   6487
    316   8332    325 102944    606    260 113876    262    316   5462
  47592    280  13797   3934   5193  13702   4615    325   7241    316
  14456   6151  27264   2014  74105   1401    260  99148    260    736
   4147 164516  16550    260 105744   7902  45378    280 219557  33719
   3252 149954  94478    265   1055    354 105546      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 1 2 2 2 2 2 2 2 2 0 0 0 0 0 0 0 0 0]"
"[     1  51662   1324  41669    662 160846 177464   2629   1256   6880
 112070    262   1256   2629    730    260 139684    280   1826    662
    260  23947   1036   7809  15837    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0]
"[     1   4314 154151    865    261  94516   1532 224799    260  93597
  25592  11971 124697 187846   7647    261  74696  52908    262    260
 190849    390    260   3319    262  14533 224813 120098    262    457
  11407  37207    390    268    405 141181  94133  44768    311  29627
    390  64115    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0
 0 0 0 0 0 0 0]"
"[     1    405   2429  16332    508    265  80931    958  22866    262
    316   5900    260  32977    260    280   8089    262   2532   1279
  54946    260  31258    280    402  10995    260   4467  39453   1335
    260  16984    316   9407 167590   2694    662    457    260   1633
    389  13891    260   4151   5775   1286    262    893    260   4847
   8807  50676    457   3350    262    260    309    923   1109    260
  23887  12152   1141  24440  10198  18254    686   1826    662    260
  23947  54732    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1  13574   4133  58966  22060 125904    311  40966    325  32055
  10198  45403    686   2375 208312   7902  93195    686    730    265
   2416  52835    919    260 179920   1345  23621   3681   1014   5585
    806  23481    311  35938    669  70170  72048  11937    316  70481
    265   2429 138306    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 1 2 2 2 0 0]"
"[     1   3777  23670    638    260   7796   4307  56760   1009  42081
  42528    375   6278    749    260  46222   3482  11085    280  31242
 138561  32148    638    924  41432    544   1497   4023  38790  15379
  19749   2454    611  10197    280    260 143078  33273    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0
 0 0 0]"
"[     1    636    260  98494    325  11350  17944    434 102073  13560
    730    265   2416    260  81841 194516  95205    309    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   3772    991    260  73160  34916    426 165581  94863  90280
    355 115662  82016    375  66808 171939   1776  74153    280    262
    260    309  16104    397    260   1633    316  42681  26535  15323
   3284   7099   4858    260  77524 143851    923    260  57232    390
  73564 185935    390  20913  71175    390  73207    280    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1    636    865 201683    280  71370   4684  17602   1353 169455
 190719    434    730    265   2416  72706  89160   8940   1503    260
 216408  11066    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   4314   7767  29985   1123  29567   1335    316  72636  10187
    262    260   6526   3934    260 173258  17819 226945    262   1768
    389   9250   1437   1050   7585    402  16722   1123    730    265
   2416 113723    280    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
"[     1   1326   7605  25224  45842  73131    262  13008   8089  22178
    260  40334    405  52654  92354    260    280  82208 125854    260
 168371 141762  16133    355   1837      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0]
"[     1  72632  82762    868   1978  18259   5729    402    260  21756
   1093 153046   4903    260    412   3753  59392   1141  45328   4203
    260    412    260 144947   1828    611  33782 208939    606    316
  39812 125956   1705    262    426   6445    893   8582  37335    924
 208007   3696    316  22741  14729  17807    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0]"
"[     1   1052   7358    638    260  15632    662    260 124922    262
    311    260  54546   1012  29567  35874    662  66976  50208    261
      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 2 0 0]
"[     1  38517    309  26127    834    924  87315    355  11479 201471
    260    265    260  70643  20271    355    260    265    260  90379
    260    265    260 156302    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
"[     1  20968    260  10687    309    260 112539    778  57221    262
    260   3799    402    260  51425    426  96283  13560   1668 116040
  92336    355    260    390  10901    390  46751  18908    262   4615
    355  23222    662  56292  34145    262  39837  54615    662   2544
   4151    260  15525   9647    260    390  78467  34831    260  78778
    260  37134    662  72919   6882   3225    260    390    260 169771
 139704    397    662  45264  23222    402  32492   1826    662    611
  38664  52872 130071    390   1532    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1
 2 0 0 0 0 0 0 0 0 1 2 2 2 0 0 0 1 2 2 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
"[     1   3836  19708   3726    405    955    265 127611   1826  77841
    658   8204   1367  41678   5478    431    260  25676    397  18021
  35027  22667    260  32602   1257    389  25669  25261  19341    818
  99344  70728    280    261      2]",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0],[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1],[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0]
"[     1    260  18831  10082   3263 113723    280  52147   4110 115339
  46061  12966  13641    426  48452  91996  21200    280   5792  33501
    730   8089    316  79225    749    262    260   6841    260    280
   1093 165585    260   3206    260  73521  50853    397    275   5032
   4752    484      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
"[     1    636   8332    325    260  24495    397    311   4314 142969
  90417 133682   5085  74133   5248 193907  56724  24549 199204    638
   1012 139897  70573  15308  38499   2730  28057   1335  16133    325
   9571   1626 158537  13648    262    389  54044    260   6252  42767
  10227    389   9648 191536 215163    834    778  74133 113445    260
    280  49851   2008   1499    749    260 210662  20353  70296   4307
  32374   5085   3009  34877 145496   1012    261      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
"[     1    260  51677  71251    402  94695    894    405 125916 161100
  63346    919    437    260    280  33944   1610  16133    434   6762
  27162  17851   1012   2914    260    280    260 115625 108546 110323
  27264   2224  24029    749  20981    434   1491   1261   2777 121272
    311  44485    280  33289    397  97615    687  57328   2941    405
 121055    309  15172   9809    311  16836   1837      2]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]","[1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1]","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
